CD4+_CD25_CD45RA+_Naive_Primary_Cells | H3K27ac | Roadmap
T_Lymphocyte_Blood | H3K4me3 | ID:58748
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74127
B_Lymphocyte_Tonsil | CREBBP | ID:73720
T_Lymphocyte_Blood | H3K4me3 | ID:36163
GM12878_B_Lymphocyte_Blood | H3K4me1 | ID:49297
RS4_B_Lymphocyte | H3K79me2 | ID:34965
Treg_cell | H3K4me3 | ID:68172
T_Lymphocyte_Blood | HMGN1 | ID:5194
T_Lymphocyte_Blood | POLR2A | ID:4458
Raji_B_Lymphocyte_Blood | POLR2A | ID:81320
Treg_cell | H3K18ac | ID:68175
CD4+_CD25int_CD127+_Tmem_Primary_Cells | H3K9me3 | Roadmap
Th1 | T | ID:73454
T_Lymphocyte_Blood | DNase | ID:45082
T_Lymphocyte_Blood | H3K4me1 | ID:36436
T_Lymphocyte_Blood | H3K27ac | ID:58658
P493-6_B_cell_lymphoma | POLR2A | ID:33179
T_Lymphocyte | H3K4me3 | ID:8206
T_Lymphocyte_Blood | H3K4me3 | ID:8139
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42275
P493-6_B_cell_lymphoma | MYC | ID:52359
T_Lymphocyte_Blood | H3K4me3 | ID:58713
T_Lymphocyte_Blood | H3K4me3 | ID:58743
Monocyte_Blood | H3K27ac | ID:66443
GM12878_B_Lymphocyte_Blood | TCF7L1 | ID:46140
KOPT-K1_T_Lymphocyte_Blood | H3K36me3 | ID:43752
T_Lymphocyte_Blood | H3K4me2 | ID:47975
Monocyte_Blood | H3K27ac | ID:41298
Dendritic_Cell | H3K4me1 | ID:53581
Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44234
T_Lymphocyte | H3K4me2 | ID:69058
GM12878_B_Lymphocyte_Blood | EP300 | ID:46122
T_Lymphocyte_Blood | H3K4me2 | ID:47989
T_Lymphocyte_Blood | H3K4me3 | ID:58708
Activated_Treg | H3K27ac | ID:57153
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49516
Monocyte_Blood | H3K4me3 | ID:36664
CAL-1_Dendritic_Cell | TCF4 | ID:47101
T_Lymphocyte_Blood | POLR2A | ID:36298
T_Lymphocyte_Cord_blood | H3K4me1 | ID:3687
Monocyte_Blood | H3K27ac | ID:81424
T_Lymphocyte_Blood | H3K4me2 | ID:47941
MNC491_Monocyte | H3K4me3 | ID:49310
Monocyte_Blood | H3K27ac | ID:66426
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85726
Monocyte_Blood | H3K4me1 | ID:45534
Dendritic_Cell | H3K4me3 | ID:53568
T_Lymphocyte_Blood | H3K4me1 | ID:3582
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49505
T_Lymphocyte_Blood | CTCF | ID:3060
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74128
Treg_cell | H3K18ac | ID:68174
Monocyte_Blood | H3K27ac | ID:88488
T_Lymphocyte_Blood | H3K27ac | ID:58667
T_Lymphocyte_Blood | H3K4me3 | ID:58736
Monocyte_Blood | H3K4me3 | ID:72234
P493-6_B_cell_lymphoma | MYC | ID:33168
T_Lymphocyte_Blood | H3K4me3 | ID:58711
Monocyte_Blood | H3K4me3 | ID:71778
P493-6_B_cell_lymphoma | POLR2A | ID:32820
B_Lymphocyte_Lymph_Node | DNase | ID:5120
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49805
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53717
Th1 | H3K4me3 | ID:69887
CD8_Naive_Primary_Cells | H3K9me3 | Roadmap
B_cell_precursor | IKZF1 | ID:73235
T_Lymphocyte_Blood | H3K4me3 | ID:58740
Monocyte_Blood | H3K4me3 | ID:72298
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42169
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48317
GM12878_B_Lymphocyte_Blood | CTCF | ID:42272
Th1 | POLR2A | ID:72418
B_Lymphocyte | H3K4me3 | ID:72777
Monocyte_Blood | H3K27ac | ID:84768
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85724
T_Lymphocyte_Blood | H3K4me3 | ID:58757
Monocyte_Blood | H2Bub | ID:84913
T_Lymphocyte_Blood | H3K4me3 | ID:36155
Raji_B_Lymphocyte_Blood | MYC | ID:70964
T_Lymphocyte_Blood | DNase | ID:3140
Th2 | POLR2A | ID:72422
CUTLL1_T_Lymphocyte_Blood | ZNF143 | ID:396
GM12875_B_Lymphocyte_Blood | H3K4me3 | ID:45205
B_Lymphocyte_Cord_blood | H3K4me1 | ID:37990
T_Lymphocyte | H3K36me3 | ID:8154
B_Lymphocyte_Spleen | DNase | ID:42140
Raji_B_Lymphocyte_Blood | POLR2A | ID:70954
T_Lymphocyte_Blood | H3K27ac | ID:58679
Nalm6_B_cell_precursor_Blood | H3K4me3 | ID:57645
Jurkat_T_Lymphocyte_Blood | H3K79me3 | ID:53712
T_Lymphocyte_Blood | H3K27ac | ID:58654
T_Lymphocyte_Blood | RUNX1 | ID:44097
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74135
T_Lymphocyte_Blood | H3K27ac | ID:58688
GM12878_B_Lymphocyte_Blood | RELA | ID:4972
Monocyte | H3K4me3 | ID:35496
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49517
T_Lymphocyte_Blood | POLR2A | ID:4460
B_Lymphocyte_Lymph_Node | H3ac | ID:51677
GM12878_B_Lymphocyte_Blood | HDGF | ID:62849
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:43743
Monocyte_Blood | H3K27ac | ID:66427
GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63098
Monocyte_Blood | H3K27ac | ID:82672
Monocyte_Blood | H3K4me3 | ID:39835
Monocyte_Blood | H3K36me3 | ID:45442
Monocyte_Blood | H3K27ac | ID:41297
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:9489
Monocyte_Blood | H3K27ac | ID:66417
T_Lymphocyte_Blood | H3K4me2 | ID:47956
Plasmablast | H3K4me1 | ID:57013
Monocyte_Blood | H3K27ac | ID:88490
Raji_B_Lymphocyte_Blood | POLR2A | ID:47804
P493-6_B_cell_lymphoma | MYC | ID:52358
OCI-Ly7_B_cell_lymphoma_Blood | BACH2 | ID:39577
B_cell_precursor | H3K27ac | ID:66823
Raji_B_Lymphocyte_Blood | H3K4me1 | ID:81322
Raji_B_Lymphocyte_Blood | H3K4me1 | ID:81323
B_Lymphocyte | H3K4me2 | ID:72772
T_Lymphocyte_Blood | STAT5 | ID:44084
GM12878_B_Lymphocyte_Blood | EBF1 | ID:46129
T_Lymphocyte_Blood | H3K4me2 | ID:47962
T_Lymphocyte_Blood | H3K4me3 | ID:36430
T_Lymphocyte_Blood | H3K4me2 | ID:47918
Jurkat_E6-1_T_Lymphocyte_Blood | H3K27me3 | ID:1940
Monocyte_Blood | H3K4me3 | ID:36167
B_Lymphocyte_Blood | MYC | ID:5967
T_Lymphocyte_Blood | DNase | ID:45081
T_Lymphocyte_Blood | H3K4me3 | ID:36437
Monocyte_Blood | H3K27ac | ID:66449
GM12878_B_Lymphocyte_Blood | FAIRE | ID:33595
T_Lymphocyte_Blood | H3K4me3 | ID:58716
Fetal_Thymus | H3K27me3 | ID:42128
GM12878_B_Lymphocyte_Blood | BCLAF1 | ID:6958
Monocyte_Blood | H3K27ac | ID:66420
GM12871_B_Lymphocyte_Blood | CTCF | ID:39972
Monocyte_Blood | H3K27ac | ID:85132
Neutrophil_cell | H3K27ac | ID:53788
CD4+_CD25_Th_Primary_Cells | H3K36me3 | Roadmap
HPB-ALL_T_Lymphocyte_Blood | ZNF143 | ID:36768
T_Lymphocyte_Blood | H3K4me2 | ID:47977
GM12878_B_Lymphocyte_Blood | CTCF | ID:42271
T_Lymphocyte_Blood | H3K4me2 | ID:47954
Th1_Blood | DNase | ID:45076
GM12878_B_Lymphocyte_Blood | MTA3 | ID:46147
Leukemic_Blast_Cell_Bone_Marrow | H3K79me2 | ID:3936
Raji_B_Lymphocyte_Blood | POLR2A | ID:47803
Monocyte_Blood | H3K27ac | ID:66432
GM12878_B_Lymphocyte_Blood | HDGF | ID:62848
T_Lymphocyte | H3K4me2 | ID:68991
Monocyte_Blood | H3K4me3 | ID:72301
Monocyte_Blood | H3K4me1 | ID:72242
T_Lymphocyte_Blood | POLR2A | ID:38342
T_Lymphocyte_Blood | ETS1 | ID:44092
GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117
CD8_Naive_Primary_Cells | H3K36me3 | Roadmap
Plasmablast | H3K4me1 | ID:57010
T_Lymphocyte | H3K27ac | ID:8157
T_Lymphocyte_Blood | H3K27ac | ID:56920
Monocyte_Blood | H3K4me3 | ID:72283
B_Lymphocyte_Tonsil | H3K27ac | ID:66655
Monocyte | H3K4me3 | ID:35492
T_Lymphocyte_Blood | H3K4me3 | ID:8220
T_Lymphocyte_Blood | POLR2A | ID:38431
T_Lymphocyte_Blood | H3K4me3 | ID:58718
Th1 | MYB | ID:58805
T_Lymphocyte | H3K4me3 | ID:68992
Monocyte | H3 | ID:50247
B_Lymphocyte_Spleen | DNase | ID:3139
T_Lymphocyte | H3K4me2 | ID:69013
B_Lymphocyte_Blood | DNase | ID:40937
Monocyte_Blood | H3K4me1 | ID:36169
T_Lymphocyte_Synovial_Fluid | H3K27ac | ID:56927
THP-1_Monocyte_Blood | POLR2A | ID:59043
T_Lymphocyte_Blood | STAT5B | ID:53634
Monocyte_Blood | H3K27ac | ID:66416
Monocyte_Blood | H3K27ac | ID:66436
GM12870_B_Lymphocyte_Blood | CTCF | ID:39973
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:48287
T_Lymphocyte_Blood | H3K4me3 | ID:58717
B_Lymphocyte_Spleen | H3K4me3 | ID:37699
Monocyte_Blood | H3K4me3 | ID:72297
GM12878_B_Lymphocyte_Blood | ZNF143 | ID:64895
T_Lymphocyte_Blood | POLR2A | ID:38454
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49503
Monocyte_Blood | H3K27ac | ID:44021
Monocyte_Blood | H3K4me1 | ID:45446
Monocyte_Blood | H3K4me3 | ID:36661
T_Lymphocyte | H3K4me3 | ID:68996
T_Lymphocyte_Blood | H3K4me2 | ID:47992
GM12878_B_Lymphocyte_Blood | POLR2A | ID:5007
T_Lymphocyte | H3K4me2 | ID:69001
Monocyte_Blood | H3K27ac | ID:66437
Monocyte_Blood | H3K27ac | ID:85135
Th1 | RELA | ID:69874
Activated_Treg | H3K27ac | ID:57149
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42273
T_Lymphocyte_Blood | STAT5B | ID:53636
Th1 | CDK9 | ID:69879
GM12878_B_Lymphocyte_Blood | MAX | ID:661
T_Lymphocyte | H3K4me2 | ID:69054
Th1_Blood | DNase | ID:45075
Monocyte_Blood | H3K27ac | ID:66446
Monocyte_Blood | H3K27ac | ID:44017
Gen2.2_Plasmacytoid_dendritic_cell | TCF4 | ID:72366
GM12873_B_Lymphocyte_Blood | CTCF | ID:45600
B_cell_precursor | IKZF1 | ID:73239
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74125
T_Lymphocyte_Blood | H3K4me3 | ID:58760
T_Lymphocyte_Blood | H3K4me3 | ID:58712
Th2 | CDK9 | ID:69878
T_Lymphocyte_Fetal_Thymus | DNase | ID:3094
T_Lymphocyte_Blood | H3K27ac | ID:56921
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74133
U266B1_B_Lymphocyte_Blood | H3K27ac | ID:67039
NCHA1_HIV-1_latency_T_cell | H3K9ac | ID:48987
Raji_B_Lymphocyte_Blood | POLR2A | ID:9248
Monocyte_Blood | H3K27ac | ID:66431
OCI-Ly7_B_cell_lymphoma_Blood | MAFK | ID:41625
T_Lymphocyte_Blood | ETS1 | ID:44094
B_Lymphocyte_Blood | SMARCA4 | ID:33434
T_Lymphocyte_Blood | DNase | ID:40921
Jurkat_T_Lymphocyte_Blood | H3K4me3 | ID:88342
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:55222
U-2932_B_Lymphocyte | POLR2A | ID:52172
T_Lymphocyte | H3K4me2 | ID:69044
T_Lymphocyte | H3K4me2 | ID:69009
Monocyte_Blood | H3K27ac | ID:66418
Monocyte_Blood | H2Bub | ID:89048
T_Lymphocyte_Blood | H3K4me3 | ID:58759
CD4+_CD25_Th_Primary_Cells | H3K9me3 | Roadmap
Monocyte_Blood | H3K4me1 | ID:44019
B_Lymphocyte_Cord_blood | H3K4me3 | ID:3911
T_Lymphocyte_Blood | H3K4me3 | ID:58762
Dendritic_Cell_Blood | H3K27me3 | ID:74860
T_Lymphocyte_Fetal_Thymus | DNase | ID:3162
T_Lymphocyte_Cord_blood | H3K4me3 | ID:3914
Dendritic_Cell | H3K27ac | ID:53564
Thymus | DNase | ID:58051
GM12878_B_Lymphocyte_Blood | NFE2 | ID:45608
T_Lymphocyte_Blood | H3K4me3 | ID:3736
Monocyte_Blood | DNase | ID:3128
B_Lymphocyte_Tonsil | H3K4me1 | ID:56476
T_Lymphocyte_Blood | H3K27ac | ID:58690
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:71483
Monocyte_Blood | H3K27ac | ID:41296
Monocyte_Blood | H3K4me1 | ID:72291
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K79me2 | ID:62873
B_cell_precursor | H3K27ac | ID:66822
GM12878_B_Lymphocyte_Blood | MLLT1 | ID:63876
Th1_Tonsil | H3K27ac | ID:62348
T_Lymphocyte_Blood | H3K4me3 | ID:8202
GM12878_B_Lymphocyte_Blood | ATF3 | ID:46133
T_Lymphocyte_Blood | H3K27ac | ID:58685
iPS-15b_Cell_Line | H3K9ac | Roadmap
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74136
Monocyte_Blood | H3K27ac | ID:88274
Monocyte_Blood | H3K27ac | ID:66428
Th1 | DNase | ID:40602
Monocyte_Blood | H3K9ac | ID:3999
B_cell_precursor | H3K4me3 | ID:73231
GM12878_B_Lymphocyte_Blood | EZH2 | ID:45215
Dendritic_Cell | H3K4me3 | ID:53589
Neutrophil_cell | H3K27ac | ID:53785
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:42291
Monocyte | H3K27me3 | ID:51787
Fetal_Thymus | DNase.fdr0.01.peaks | Roadmap
Monocyte_Blood | DNase | ID:3145
Thymus | BCL11B | ID:73987
T_Lymphocyte | H3K4me3 | ID:69000
GM12878_B_Lymphocyte_Blood | YY1 | ID:7060
Monocyte_Blood | H3K27ac | ID:49052
Th1 | MYB | ID:58804
Monocyte_Blood | H3K4me3 | ID:72230
Monocyte_Blood | H3K4me1 | ID:39838
GM12878_B_Lymphocyte_Blood | MAZ | ID:45661
Monocyte_Blood | H3K27ac | ID:66424
Monocyte_Blood | H3K27ac | ID:66450
B_Lymphocyte_Tonsil | CREBBP | ID:73721
Th2 | H3K4me3 | ID:69885
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42277
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48319
B_Lymphocyte_Tonsil | H3 | ID:50512
Th1 | T | ID:73453
Monocyte_Blood | H3K4me3 | ID:72281
Monocyte_Blood | DNase | ID:45036
Monocyte_Blood | H3K9ac | ID:45449
Jurkat_T_Lymphocyte_Blood | TET2 | ID:81536
Monocyte_Blood | H3K27ac | ID:44016
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74132
Monocyte_Blood | H3K27ac | ID:66447
Monocyte_Blood | DNase | ID:40700
T_Lymphocyte | H3K4me3 | ID:69045
SEM_B_Lymphocyte | MED1 | ID:73698
P493-6_B_cell_lymphoma | MYC | ID:47551
B_Lymphocyte_Blood | H3ac | ID:51716
Monocyte_Blood | H3K4me3 | ID:83424
NCHA2_HIV-1_latency_T_cell | H3K9ac | ID:48988
T_Lymphocyte_Blood | H3K27ac | ID:56919
T_Lymphocyte_Blood | H3K4me2 | ID:47913
Th1 | RELA | ID:69875
Monocyte_Blood | H3K4me3 | ID:85255
Monocyte_Blood | H3K27ac | ID:45447
T_Lymphocyte_Blood | H3K4me3 | ID:38027
Th1 | MAF | ID:58807
T_Lymphocyte_Blood | H3K4me3 | ID:36414
CD4+_CD25_Th_Primary_Cells | H3K4me3 | Roadmap
Neutrophil_cell | H3K4me1 | ID:53790
Monocyte_Blood | H3K27ac | ID:66422
Monocyte_Blood | H4ac | ID:85256
Monocyte_Blood | H4ac | ID:81419
T_Lymphocyte_Blood | H3K27ac | ID:58699
Monocyte_Blood | DNase | ID:49077
GM12878_B_Lymphocyte_Blood | BCL3 | ID:46130
Monocyte_Blood | H3K4me3 | ID:45437
T_Lymphocyte_Blood | H3K4me2 | ID:48009
Jurkat_T_Lymphocyte_Blood | H3K27ac | ID:54237
Monocyte | H3K27ac | ID:34935
Th17_Tonsil | H3K27ac | ID:62351
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74129
Raji_B_Lymphocyte_Blood | MYC | ID:70955
THP-1_Leukemia_Cell | GLI2 | ID:87942
T_Lymphocyte | H3K4me3 | ID:69008
T_Lymphocyte_Blood | ETS1 | ID:44090
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49501
T_Lymphocyte_Blood | H3K27ac | ID:58651
Monocyte_Blood | H3K27ac | ID:66423
Monocyte_Blood | H3K27ac | ID:88485
Monocyte_Blood | H3K27ac | ID:66444
Thymus | H3K4me1 | ID:33757
B_Lymphocyte_Blood | H3K27ac | ID:44036
Th1 | GATA3 | ID:33679
Monocyte | H3 | ID:50244
B_Lymphocyte_Blood | H3K4me2 | ID:45180
ALL-SIL_T_Lymphocyte_Blood | H3K27ac | ID:55768
Monocyte_Blood | H2Bub | ID:89041
Monocyte | H3K4me3 | ID:72217
Monocyte_Blood | H3K4me3 | ID:72288
Pre-B_Lymphocyte | BCL6 | ID:51245
Monocyte_Blood | H3K27ac | ID:39836
T_Lymphocyte_Blood | H3K4me3 | ID:36447
Monocyte_Blood | H3K27ac | ID:66438
T_Lymphocyte | H3K4me3 | ID:69047
Monocyte_Blood | H3K4me3 | ID:72226
Monocyte_Blood | H2Bub | ID:89035
GM12878_B_Lymphocyte_Blood | MYC | ID:8091
Dendritic_Cell | H3K4me3 | ID:53582
MLL-AF9_Blast_Cells_Bone_Marrow | H3K27ac | ID:82460
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:43750
T_Lymphocyte_Blood | H3K4me2 | ID:48016
T_Lymphocyte_Blood | H3K27ac | ID:56928
Monocyte_Blood | H3K27ac | ID:85133
T_Lymphocyte_Blood | H3K4me2 | ID:47991
GM12878_B_Lymphocyte_Blood | DNase | ID:6712
GM12878_B_Lymphocyte_Blood | STAG1 | ID:42295
Dendritic_Cell | H3K4me3 | ID:53575
B_Lymphocyte | BCOR | ID:35087
CD4+_CD25int_CD127+_Tmem_Primary_Cells | H3K4me3 | Roadmap
Monocyte_Blood | H3K4me1 | ID:44014
Blast_Cells_Blood | H3K4me2 | ID:75047
Monocyte_Blood | H3K4me3 | ID:72250
GM12868_B_Lymphocyte_Blood | CTCF | ID:39970
T_Lymphocyte_Blood | HDAC6 | ID:4126
Fetal_Thymus | DNase | ID:40730
Monocyte_Blood | H3K4me3 | ID:48116
T_Lymphocyte_Blood | H3K4me2 | ID:48014
Monocyte_Blood | DNase | ID:49073
Monocyte_Blood | H3K4me3 | ID:3897
T_Lymphocyte_Blood | H3K4me2 | ID:47949
ACH2_HIV-1_latency_T_cell | H3K4me3 | ID:48990
T_Lymphocyte_Blood | H3K27ac | ID:58672
T_Lymphocyte | H3K4me3 | ID:69068
T_Lymphocyte_Blood | H3K27ac | ID:58655
T_Lymphocyte_Blood | H3K27ac | ID:44044
T_Lymphocyte_Blood | H3K4me3 | ID:3901
GM12878_B_Lymphocyte_Blood | ZNF597 | ID:77261
GM12878_B_Lymphocyte_Blood | POLR2A | ID:5004
Monocyte_Blood | H3K4me1 | ID:72255
T_Lymphocyte_Blood | H3K4me2 | ID:48031
Neutrophil_cell | H3K4me1 | ID:53787
CD4_Naive_Primary_Cells | H3K4me3 | Roadmap
T_Lymphocyte_Blood | H3K27ac | ID:56918
T_Lymphocyte | H3K4me2 | ID:68999
T_Lymphocyte_Blood | POLR2A | ID:38433
GM12867_B_Lymphocyte_Blood | CTCF | ID:39971
Monocyte_Blood | TET2 | ID:81224
Fetal_Thymus | H3K4me3 | Roadmap
T_Lymphocyte_Blood | DNase | ID:41047
KB_Cell_Epithelium_HeLa_contaminant | SPI1 | ID:50894
T_Lymphocyte_Blood | H3K27ac | ID:58698
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:48282
CAL-1_Plasmacytoid_dendritic_cell | TCF4 | ID:72367
T_Lymphocyte_Synovial_Fluid | H3K27ac | ID:56930
Patient_derived_xenograft_cells | H3K4me1 | ID:68634
T_Lymphocyte_Fetal_Thymus | DNase | ID:3118
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:5199
Blast_Cells_Blood | H3K4me2 | ID:75052
B_Lymphocyte_Tonsil | H3ac | ID:51706
B_Lymphocyte_Blood | H3K4me3 | ID:45183
Activated_Treg | H3K27ac | ID:57158
Pre-B_Lymphocyte | TCF7L1 | ID:51246
Monocyte_Blood | DNase | ID:49078
T_Lymphocyte_Blood | ETS1 | ID:44091
SEM_B_Lymphocyte | MED1 | ID:73699
Monocyte_Blood | H3K27ac | ID:66430
GM12878_B_Lymphocyte_Blood | EP300 | ID:48311
MM1.S_B_Lymphocyte_Blood | POLR2A | ID:39028
Monocytes-CD14+_RO01746 | H3K4me3 | Roadmap
P493-6_B_cell_lymphoma | MYC | ID:33189
T_Lymphocyte_Blood | H3K27ac | ID:58670
Dendritic_Cell | H3K4me1 | ID:53574
B_Lymphocyte_Bone_Marrow | H3K27ac | ID:43134
Monocyte_Blood | H3K4me3 | ID:72263
Monocyte_Blood | H3K4me3 | ID:72278
Th1 | BRD4 | ID:69871
T_Lymphocyte_Blood | H3K4me2 | ID:48015
GM12878_B_Lymphocyte_Blood | PAX5 | ID:46116
Pfeiffer_B_Lymphocyte_Lymph_Node | H3K27me3 | ID:40343
T_Lymphocyte_Blood | H3K27ac | ID:58671
GM12878_B_Lymphocyte_Blood | ESRRA | ID:45627
B_Lymphocyte_Tonsil | H3K27ac | ID:51697
Nalm6_B_cell_precursor_Blood | HDAC1 | ID:57641
T_Lymphocyte | H3K4me2 | ID:69075
Monocyte_Blood | ATAC-seq | ID:79491
B_Lymphocyte_Blood | DNase | ID:44907
T_Lymphocyte_Blood | H3K4me2 | ID:47946
MutuI_B_Lymphocyte | EBF1 | ID:59344
Monocyte_Blood | DNase | ID:40646
Monocyte_Blood | H3K4me3 | ID:72308
T_Lymphocyte_Blood | POLR2A | ID:36302
GM12878_B_Lymphocyte_Blood | DRAP1 | ID:74650
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BRD4 | ID:41476
T_Lymphocyte_Synovial_Fluid | H3K27ac | ID:56929
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42278
GM12873_B_Lymphocyte_Blood | CTCF | ID:45599
NCHA2_HIV-1_latency_T_cell | H3K4me3 | ID:48992
Monocyte_Blood | H3K27ac | ID:85137
Thymus | DNase | ID:58050
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74137
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K27ac | ID:35086
SU-DHL4_B_Lymphocyte_Peritoneal_Effusion | STAT3 | ID:42218
B_Lymphocyte | H3K4me3 | ID:72775
GM12878_B_Lymphocyte_Blood | ZZZ3 | ID:45648
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me2 | ID:55411
Thymus | DNase | ID:58052
Monocyte_Blood | DNase | ID:3090
Natural_Killer_Cell_Blood | H3K27ac | ID:62353
Monocyte_Blood | H3K4me3 | ID:72275
T_Lymphocyte_Blood | H3K4me3 | ID:58732
Th1 | BRD4 | ID:69870
Dendritic_Cell | DNase | ID:63413
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:50104
THP-1_Leukemia_Cell | GLI2 | ID:82146
Neutrophil_cell | H3K4me1 | ID:53784
Monocyte_Blood | H3K4me1 | ID:72289
Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:1951
Monocyte_Blood | H3K4me3 | ID:72223
Monocyte_Blood | RUNX1 | ID:81223
GM12878_B_Lymphocyte_Blood | NFATC1 | ID:46110
GM12878_B_Lymphocyte_Blood | STAG1 | ID:42293
T_Lymphocyte_Blood | ETS1 | ID:44093
T_Lymphocyte_Blood | H3K4me2 | ID:48030
GM12878_B_Lymphocyte_Blood | TAF1 | ID:46108
Pre-B_Lymphocyte | PBX1 | ID:51248
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:36572
Retinal_pigment_cell | RPE | ID:49481
GM12878_B_Lymphocyte_Blood | IKZF1 | ID:45647
T_Lymphocyte | H3K4me3 | ID:8243
Thymus | DNase | ID:58043
T_Lymphocyte | H3K4me2 | ID:69017
MM1.S_B_Lymphocyte_Blood | POLR2A | ID:33201
Monocyte_Blood | H3K4me1 | ID:44015
Monocyte_Blood | H3K4me1 | ID:49051
Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52959
Th2 | GATA3 | ID:33680
Raji_B_Lymphocyte_Blood | POLR2A | ID:47813
ACH2_HIV-1_latency_T_cell | H3K9ac | ID:48986
Leukemic_Blast_Cell_Bone_Marrow | H3K79me2 | ID:3937
Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:1950
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:42290
GM12878_B_Lymphocyte_Blood | CTCF | ID:45218
T_Lymphocyte_Blood | H3K4me3 | ID:6696
B_Lymphocyte_Spleen | DNase | ID:3124
GM12878_B_Lymphocyte_Blood | NBN | ID:63183
GM12872_B_Lymphocyte_Blood | CTCF | ID:45597
B_Lymphocyte_Blood | H3K27ac | ID:44037
Monocyte_Blood | H3K4me1 | ID:72302
Monocyte_Blood | H3K4me1 | ID:72312
B_Lymphocyte_Blood | H3K4me3 | ID:45181
B_Lymphocyte | BACH2 | ID:55571
Patient_derived_xenograft_cells | H3K4me1 | ID:68640
LCL_B_Lymphocyte | MED1 | ID:84585
Nalm6_B_cell_precursor_Blood | IKZF1 | ID:57640
MLL-AF9_Blast_Cells_Bone_Marrow | H3K4me3 | ID:82462
P493-6_B_cell_lymphoma | MAX | ID:32814
Monocyte_Blood | H3K4me3 | ID:72262
GM12878_B_Lymphocyte_Blood | RUNX3 | ID:46131
GM12878_B_Lymphocyte_Blood | CHD1 | ID:45646
B_Lymphocyte | H3K4me3 | ID:72771
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:53617
T_Lymphocyte_Blood | H3K4me3 | ID:33868
Monocyte | H3K9ac | ID:51789
MNC492_Monocyte | H3K4me3 | ID:49312
MM1.S_B_Lymphocyte_Blood | POLR2A | ID:39043
GM12878_B_Lymphocyte_Blood | EP300 | ID:48309
GM12878_B_Lymphocyte_Blood | TSC22D4 | ID:74679
Monocyte_Blood | H3K4me3 | ID:39818
T_Lymphocyte_Blood | H3K4me3 | ID:8230
Resting_Treg | H3K27ac | ID:57163
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48320
