CD4+_CD25_CD45RA+_Naive_Primary_Cells | H3K27ac | Roadmap
T_Lymphocyte_Blood | H3K4me3 | ID:36163
B_Lymphocyte_Tonsil | CREBBP | ID:73720
T_Lymphocyte_Blood | HMGN1 | ID:5194
GM12878_B_Lymphocyte_Blood | MAX | ID:45650
T_Lymphocyte_Blood | H3K4me3 | ID:58748
KB_Cell_Epithelium_HeLa_contaminant | H3K9ac | ID:43308
GM12878_B_Lymphocyte_Blood | H3K4me1 | ID:49297
P493-6_B_cell_lymphoma | POLR2A | ID:33179
RS4_B_Lymphocyte | H3K79me2 | ID:34965
T_Lymphocyte_Blood | POLR2A | ID:4458
Raji_B_Lymphocyte_Blood | POLR2A | ID:81320
Treg_cell | H3K18ac | ID:68175
T_Lymphocyte_Blood | DNase | ID:45082
Th1 | T | ID:73454
CD4+_CD25int_CD127+_Tmem_Primary_Cells | H3K9me3 | Roadmap
T_Lymphocyte_Blood | H3K4me1 | ID:36436
T_Lymphocyte_Blood | H3K27ac | ID:58658
GM12878_B_Lymphocyte_Blood | TCF7L1 | ID:46140
T_Lymphocyte_Blood | H3K4me3 | ID:8139
T_Lymphocyte | H3K4me3 | ID:8206
T_Lymphocyte_Blood | H3K4me3 | ID:58713
T_Lymphocyte_Blood | H3K4me3 | ID:58743
KOPT-K1_T_Lymphocyte_Blood | H3K36me3 | ID:43752
T_Lymphocyte_Blood | H3K4me2 | ID:47975
P493-6_B_cell_lymphoma | MYC | ID:52359
Dendritic_Cell | H3K4me1 | ID:53581
Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44234
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42275
Monocyte_Blood | H3K27ac | ID:66443
Monocyte_Blood | H3K27ac | ID:41298
T_Lymphocyte_Blood | H3K4me3 | ID:58708
T_Lymphocyte_Blood | H3K4me2 | ID:47989
Activated_Treg | H3K27ac | ID:57153
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49516
T_Lymphocyte_Blood | POLR2A | ID:36298
Monocyte_Blood | H3K4me3 | ID:36664
CAL-1_Dendritic_Cell | TCF4 | ID:47101
T_Lymphocyte_Cord_blood | H3K4me1 | ID:3687
Monocyte_Blood | H3K27ac | ID:81424
T_Lymphocyte | H3K4me2 | ID:69058
Monocyte_Blood | H3K27ac | ID:66426
GM12878_B_Lymphocyte_Blood | EP300 | ID:46122
T_Lymphocyte_Blood | CTCF | ID:3060
T_Lymphocyte_Blood | H3K4me2 | ID:47941
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74127
Dendritic_Cell | H3K4me3 | ID:53568
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49505
Monocyte_Blood | H3K4me3 | ID:71778
B_Lymphocyte_Lymph_Node | DNase | ID:5120
Monocyte_Blood | H3K27ac | ID:88488
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85726
Monocyte_Blood | H3K4me1 | ID:45534
T_Lymphocyte_Blood | H3K4me1 | ID:3582
P493-6_B_cell_lymphoma | MYC | ID:33168
T_Lymphocyte_Blood | H3K27ac | ID:58667
MNC491_Monocyte | H3K4me3 | ID:49310
Treg_cell | H3K18ac | ID:68174
T_Lymphocyte_Blood | H3K4me3 | ID:58736
T_Lymphocyte_Blood | H3K4me3 | ID:58711
GM12878_B_Lymphocyte_Blood | CTCF | ID:42272
T_Lymphocyte_Blood | H3K4me3 | ID:58740
Monocyte_Blood | H3K4me3 | ID:72234
Monocyte_Blood | H3K4me3 | ID:72298
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42169
Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53717
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49805
P493-6_B_cell_lymphoma | POLR2A | ID:32820
CD8_Naive_Primary_Cells | H3K9me3 | Roadmap
T_Lymphocyte_Blood | DNase | ID:3140
B_Lymphocyte | H3K4me3 | ID:72777
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48317
Th1 | POLR2A | ID:72418
B_cell_precursor | IKZF1 | ID:73235
Th1 | H3K4me3 | ID:69887
Monocyte_Blood | H2Bub | ID:84913
Monocyte_Blood | H3K27ac | ID:84768
Raji_B_Lymphocyte_Blood | H3K27ac | ID:85724
T_Lymphocyte_Blood | H3K4me3 | ID:58757
T_Lymphocyte_Blood | H3K4me3 | ID:36155
Raji_B_Lymphocyte_Blood | MYC | ID:70964
T_Lymphocyte | H3K36me3 | ID:8154
B_Lymphocyte_Cord_blood | H3K4me1 | ID:37990
CUTLL1_T_Lymphocyte_Blood | ZNF143 | ID:396
B_Lymphocyte_Spleen | DNase | ID:42140
Monocyte | H3K4me3 | ID:35496
Raji_B_Lymphocyte_Blood | POLR2A | ID:70954
T_Lymphocyte_Blood | H3K27ac | ID:58679
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74135
GM12878_B_Lymphocyte_Blood | HDGF | ID:62849
T_Lymphocyte_Blood | H3K27ac | ID:58654
Th2 | POLR2A | ID:72422
GM12875_B_Lymphocyte_Blood | H3K4me3 | ID:45205
P493-6_B_cell_lymphoma | MYC | ID:52358
T_Lymphocyte_Blood | POLR2A | ID:4460
T_Lymphocyte_Blood | H3K27ac | ID:58688
Jurkat_T_Lymphocyte_Blood | H3K79me3 | ID:53712
Monocyte_Blood | H3K27ac | ID:66417
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:9489
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49517
T_Lymphocyte_Blood | RUNX1 | ID:44097
Monocyte_Blood | H3K27ac | ID:41297
Monocyte_Blood | H3K27ac | ID:82672
B_Lymphocyte_Lymph_Node | H3ac | ID:51677
Monocyte_Blood | H3K36me3 | ID:45442
Monocyte_Blood | H3K27ac | ID:66427
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:43743
T_Lymphocyte_Blood | H3K4me2 | ID:47956
Plasmablast | H3K4me1 | ID:57013
GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63098
Monocyte_Blood | H3K4me3 | ID:39835
OCI-Ly7_B_cell_lymphoma_Blood | BACH2 | ID:39577
Monocyte_Blood | H3K27ac | ID:88490
Raji_B_Lymphocyte_Blood | POLR2A | ID:47804
B_Lymphocyte | H3K4me2 | ID:72772
Raji_B_Lymphocyte_Blood | H3K4me1 | ID:81322
B_cell_precursor | H3K27ac | ID:66823
Raji_B_Lymphocyte_Blood | H3K4me1 | ID:81323
GM12878_B_Lymphocyte_Blood | RELA | ID:4972
T_Lymphocyte_Blood | H3K4me2 | ID:47962
T_Lymphocyte_Blood | STAT5 | ID:44084
T_Lymphocyte_Blood | H3K4me2 | ID:47918
Monocyte_Blood | H3K4me3 | ID:36167
GM12878_B_Lymphocyte_Blood | EBF1 | ID:46129
Jurkat_E6-1_T_Lymphocyte_Blood | H3K27me3 | ID:1940
B_Lymphocyte_Blood | MYC | ID:5967
T_Lymphocyte_Blood | DNase | ID:45081
GM12878_B_Lymphocyte_Blood | FAIRE | ID:33595
Monocyte_Blood | H3K27ac | ID:66449
Fetal_Thymus | H3K27me3 | ID:42128
CD4+_CD25_Th_Primary_Cells | H3K36me3 | Roadmap
T_Lymphocyte_Blood | H3K4me3 | ID:36437
Neutrophil_cell | H3K27ac | ID:53788
T_Lymphocyte_Blood | H3K4me3 | ID:58716
Monocyte_Blood | H3K27ac | ID:66420
Nalm6_B_cell_precursor_Blood | H3K4me3 | ID:57645
HPB-ALL_T_Lymphocyte_Blood | ZNF143 | ID:36768
GM12878_B_Lymphocyte_Blood | MTA3 | ID:46147
GM12878_B_Lymphocyte_Blood | CTCF | ID:42271
GM12878_B_Lymphocyte_Blood | BCLAF1 | ID:6958
T_Lymphocyte_Blood | H3K4me2 | ID:47977
Th1_Blood | DNase | ID:45076
T_Lymphocyte_Blood | H3K4me3 | ID:36430
T_Lymphocyte | H3K4me2 | ID:68991
T_Lymphocyte_Blood | H3K4me2 | ID:47954
Monocyte_Blood | H3K4me1 | ID:72242
Monocyte_Blood | H3K27ac | ID:85132
GM12871_B_Lymphocyte_Blood | CTCF | ID:39972
Monocyte_Blood | H3K4me3 | ID:72301
GM12878_B_Lymphocyte_Blood | HDGF | ID:62848
T_Lymphocyte_Blood | H3K27ac | ID:56920
Leukemic_Blast_Cell_Bone_Marrow | H3K79me2 | ID:3936
T_Lymphocyte_Blood | POLR2A | ID:38342
Monocyte_Blood | H3K27ac | ID:66432
T_Lymphocyte_Blood | ETS1 | ID:44092
Raji_B_Lymphocyte_Blood | POLR2A | ID:47803
CD8_Naive_Primary_Cells | H3K36me3 | Roadmap
Plasmablast | H3K4me1 | ID:57010
Monocyte_Blood | H3K4me3 | ID:72283
B_Lymphocyte_Tonsil | H3K27ac | ID:66655
Th1 | MYB | ID:58805
T_Lymphocyte | H3K27ac | ID:8157
GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117
T_Lymphocyte_Blood | H3K4me3 | ID:58718
T_Lymphocyte_Blood | H3K4me3 | ID:8220
B_Lymphocyte_Blood | DNase | ID:40937
T_Lymphocyte | H3K4me3 | ID:68992
GM12870_B_Lymphocyte_Blood | CTCF | ID:39973
Monocyte_Blood | H3K4me1 | ID:36169
T_Lymphocyte | H3K4me2 | ID:69013
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:48287
THP-1_Monocyte_Blood | POLR2A | ID:59043
T_Lymphocyte_Blood | POLR2A | ID:38431
T_Lymphocyte_Synovial_Fluid | H3K27ac | ID:56927
Monocyte | H3 | ID:50247
Monocyte | H3K4me3 | ID:35492
T_Lymphocyte_Blood | STAT5B | ID:53634
B_Lymphocyte_Spleen | DNase | ID:3139
Monocyte_Blood | H3K27ac | ID:66416
T_Lymphocyte_Blood | POLR2A | ID:38454
T_Lymphocyte_Blood | H3K4me3 | ID:58717
Monocyte_Blood | H3K4me3 | ID:72297
Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49503
Monocyte_Blood | H3K27ac | ID:66436
B_Lymphocyte_Spleen | H3K4me3 | ID:37699
GM12878_B_Lymphocyte_Blood | ZNF143 | ID:64895
Monocyte_Blood | H3K4me1 | ID:45446
Th1 | RELA | ID:69874
T_Lymphocyte_Blood | H3K4me2 | ID:47992
Monocyte_Blood | H3K4me3 | ID:36661
Monocyte_Blood | H3K27ac | ID:66437
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42273
T_Lymphocyte | H3K4me2 | ID:69001
T_Lymphocyte | H3K4me3 | ID:68996
Monocyte_Blood | H3K27ac | ID:44021
Activated_Treg | H3K27ac | ID:57149
Monocyte_Blood | H3K27ac | ID:85135
Th1 | CDK9 | ID:69879
GM12878_B_Lymphocyte_Blood | POLR2A | ID:5007
T_Lymphocyte_Blood | STAT5B | ID:53636
T_Lymphocyte | H3K4me2 | ID:69054
Monocyte_Blood | H3K27ac | ID:66446
Monocyte_Blood | H3K27ac | ID:44017
GM12878_B_Lymphocyte_Blood | MAX | ID:661
Gen2.2_Plasmacytoid_dendritic_cell | TCF4 | ID:72366
Th1_Blood | DNase | ID:45075
B_cell_precursor | IKZF1 | ID:73239
T_Lymphocyte_Blood | H3K4me3 | ID:58760
GM12873_B_Lymphocyte_Blood | CTCF | ID:45600
T_Lymphocyte_Blood | H3K4me3 | ID:58712
Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74125
NCHA1_HIV-1_latency_T_cell | H3K9ac | ID:48987
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74133
T_Lymphocyte_Fetal_Thymus | DNase | ID:3094
B_Lymphocyte_Blood | SMARCA4 | ID:33434
Th2 | CDK9 | ID:69878
Monocyte_Blood | H3K27ac | ID:66431
OCI-Ly7_B_cell_lymphoma_Blood | MAFK | ID:41625
Jurkat_T_Lymphocyte_Blood | H3K4me3 | ID:88342
T_Lymphocyte_Blood | H3K27ac | ID:56921
T_Lymphocyte_Blood | DNase | ID:40921
U-2932_B_Lymphocyte | POLR2A | ID:52172
Raji_B_Lymphocyte_Blood | POLR2A | ID:9248
T_Lymphocyte | H3K4me2 | ID:69044
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:55222
T_Lymphocyte_Blood | ETS1 | ID:44094
T_Lymphocyte | H3K4me2 | ID:69009
U266B1_B_Lymphocyte_Blood | H3K27ac | ID:67039
T_Lymphocyte_Blood | H3K4me3 | ID:58759
Monocyte_Blood | H2Bub | ID:89048
Monocyte_Blood | H3K4me1 | ID:44019
Monocyte_Blood | H3K27ac | ID:66418
CD4+_CD25_Th_Primary_Cells | H3K9me3 | Roadmap
B_Lymphocyte_Cord_blood | H3K4me3 | ID:3911
GM12878_B_Lymphocyte_Blood | NFE2 | ID:45608
T_Lymphocyte_Blood | H3K4me3 | ID:58762
Dendritic_Cell_Blood | H3K27me3 | ID:74860
Dendritic_Cell | H3K27ac | ID:53564
T_Lymphocyte_Cord_blood | H3K4me3 | ID:3914
T_Lymphocyte_Blood | H3K4me3 | ID:3736
KOPT-K1_T_Lymphocyte_Blood | H3K27ac | ID:71483
Monocyte_Blood | H3K27ac | ID:41296
B_Lymphocyte_Tonsil | H3K4me1 | ID:56476
Thymus | DNase | ID:58051
T_Lymphocyte_Blood | H3K27ac | ID:58690
T_Lymphocyte_Fetal_Thymus | DNase | ID:3162
Monocyte_Blood | DNase | ID:3128
GM12878_B_Lymphocyte_Blood | MLLT1 | ID:63876
OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K79me2 | ID:62873
Monocyte_Blood | H3K4me1 | ID:72291
T_Lymphocyte_Blood | H3K4me3 | ID:8202
Th1_Tonsil | H3K27ac | ID:62348
T_Lymphocyte_Blood | H3K27ac | ID:58685
B_cell_precursor | H3K27ac | ID:66822
iPS-15b_Cell_Line | H3K9ac | Roadmap
Monocyte_Blood | H3K27ac | ID:88274
Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74136
GM12878_B_Lymphocyte_Blood | H3K4me3 | ID:42291
GM12878_B_Lymphocyte_Blood | ATF3 | ID:46133
Th1 | DNase | ID:40602
GM12878_B_Lymphocyte_Blood | EZH2 | ID:45215
Neutrophil_cell | H3K27ac | ID:53785
Dendritic_Cell | H3K4me3 | ID:53589
B_cell_precursor | H3K4me3 | ID:73231
Monocyte_Blood | H3K27ac | ID:66428
Monocyte | H3K27me3 | ID:51787
Monocyte_Blood | H3K9ac | ID:3999
Fetal_Thymus | DNase.fdr0.01.peaks | Roadmap
Thymus | BCL11B | ID:73987
Monocyte_Blood | H3K27ac | ID:49052
Jurkat_T_Lymphocyte_Blood | TET2 | ID:81536
Monocyte_Blood | H3K9ac | ID:45449
GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42277
T_Lymphocyte | H3K4me3 | ID:69000
Monocyte_Blood | H3K4me3 | ID:72230
Monocyte_Blood | H3K4me1 | ID:39838
Monocyte_Blood | DNase | ID:3145
Monocyte_Blood | H3K27ac | ID:66424
Monocyte_Blood | H3K27ac | ID:66450
Monocyte_Blood | DNase | ID:45036
GM12878_B_Lymphocyte_Blood | MAZ | ID:45661
B_Lymphocyte_Tonsil | CREBBP | ID:73721
GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:48319
GM12878_B_Lymphocyte_Blood | YY1 | ID:7060
Th1 | T | ID:73453
Th1 | MYB | ID:58804
Th2 | H3K4me3 | ID:69885
T_Lymphocyte_Blood | H3K4me3 | ID:36414
Monocyte_Blood | H3K4me3 | ID:72281
Monocyte_Blood | H3K27ac | ID:66447
P493-6_B_cell_lymphoma | MYC | ID:47551
Monocyte_Blood | H3K27ac | ID:44016
Monocyte_Blood | DNase | ID:40700
Monocyte_Blood | H3K4me3 | ID:83424
T_Lymphocyte | H3K4me3 | ID:69045
B_Lymphocyte_Tonsil | H3 | ID:50512
B_Lymphocyte_Blood | H3ac | ID:51716
Th1 | RELA | ID:69875
SEM_B_Lymphocyte | MED1 | ID:73698
T_Lymphocyte_Blood | H3K27ac | ID:56919
Monocyte_Blood | H3K27ac | ID:45447
Monocyte_Blood | H3K4me3 | ID:85255
NCHA2_HIV-1_latency_T_cell | H3K9ac | ID:48988
T_Lymphocyte_Blood | H3K4me2 | ID:47913
CD4+_CD25_Th_Primary_Cells | H3K4me3 | Roadmap
Neutrophil_cell | H3K4me1 | ID:53790
T_Lymphocyte_Blood | H3K4me3 | ID:38027
Monocyte_Blood | H4ac | ID:81419
Raji_B_Lymphocyte_Blood | MYC | ID:70955
Monocyte_Blood | H3K4me3 | ID:45437
Jurkat_T_Lymphocyte_Blood | H3K27ac | ID:54237
